date,age_group,gender,channel,sentiment,review
2025-04-03,60+,Female,Branch A,Extremely Negative,Terrible customer service and unresolved issues
2025-03-15,60+,Female,Branch C,Positive,Customer service was helpful and answered all my queries.
2025-03-05,18-25,Female,Online,Neutral,Just a regular visit to the branch
2025-01-13,18-25,Female,Branch B,Normal,"Service was okay, like usual."
2025-01-09,26-35,Female,Branch D,Positive,"Good experience at the branch, staff were polite. Good experience at the branch, staff were polite. Good experience at the branch, staff were polite."
2025-05-16,26-35,Male,Branch B,Extremely Negative,Worst experience at a bank ever. Totally unprofessional.
2025-02-23,18-25,Female,Branch D,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2025-05-15,26-35,Male,Branch C,Extremely Negative,Terrible customer service and unresolved issues.
2025-02-03,26-35,Female,Mobile App,Negative,Had issues accessing my account online.
2024-12-09,26-35,Male,Branch B,Extremely Negative,Worst experience at a bank ever. Totally unprofessional. Worst experience at a bank ever. Totally unprofessional. Worst experience at a bank ever. Totally unprofessional. Worst experience at a bank ever. Totally unprofessional. Worst experience at a bank ever. Totally unprofessional.
2025-04-13,60+,Female,Branch B,Positive,Happy with the online banking features.
2025-01-21,36-45,Male,Branch C,Normal,"Service was okay, like usual. Service was okay, like usual."
2025-04-17,46-60,Male,Branch C,Extremely Positive,Extremely satisfied with how my account issues were resolved. Extremely satisfied with how my account issues were resolved. Extremely satisfied with how my account issues were resolved. Extremely satisfied with how my account issues were resolved.
2025-05-07,26-35,Male,Online,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process.
2025-01-12,18-25,Female,Branch A,Negative,Long wait time and some confusion with the teller
2025-03-06,60+,Female,Branch B,Extremely Negative,Very disappointed with the service. Will consider switching banks. Very disappointed with the service. Will consider switching banks. Very disappointed with the service. Will consider switching banks. Very disappointed with the service. Will consider switching banks.
2025-02-28,60+,Male,Online,Positive,Customer service was helpful and answered all my queries.
2024-12-15,18-25,Male,Mobile App,Positive,"Good experience at the branch, staff were polite. Good experience at the branch, staff were polite."
2025-02-26,46-60,Female,Mobile App,Extremely Negative,Worst experience at a bank ever
2025-05-02,36-45,Male,Mobile App,Negative,Long wait time and some confusion with the teller
2025-03-04,18-25,Female,Mobile App,Normal,"Service was okay, like usual."
2025-05-31,36-45,Male,Branch D,Neutral,"Service was average, nothing went wrong."
2025-04-14,60+,Male,Branch B,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2025-01-01,26-35,Male,Online,Neutral,Just a regular visit to the branch. Just a regular visit to the branch.
2025-02-23,18-25,Female,Mobile App,Positive,"Good experience at the branch, staff were polite. Good experience at the branch, staff were polite. Good experience at the branch, staff were polite."
2024-12-27,36-45,Male,Mobile App,Negative,Long wait time and some confusion with the teller
2025-01-07,26-35,Male,Branch C,Extremely Negative,Worst experience at a bank ever. Totally unprofessional. Worst experience at a bank ever. Totally unprofessional. Worst experience at a bank ever. Totally unprofessional.
2025-05-08,18-25,Female,Online,Normal,It was a standard banking interaction. It was a standard banking interaction. It was a standard banking interaction. It was a standard banking interaction.
2025-01-04,18-25,Male,Branch B,Extremely Positive,Exceptional banking service! The staff was incredibly helpful.
2025-02-03,60+,Female,Branch B,Normal,It was a standard banking interaction. It was a standard banking interaction. It was a standard banking interaction. It was a standard banking interaction.
2025-02-26,36-45,Male,Branch C,Extremely Negative,Terrible customer service and unresolved issues. Terrible customer service and unresolved issues. Terrible customer service and unresolved issues.
2025-01-24,60+,Female,Branch D,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2025-03-08,26-35,Male,Branch A,Extremely Negative,Worst experience at a bank ever
2025-02-21,36-45,Male,Branch A,Neutral,Just a regular visit to the branch. Just a regular visit to the branch. Just a regular visit to the branch. Just a regular visit to the branch.
2024-12-07,36-45,Male,Branch C,Normal,"Got my transaction done, no issues. Got my transaction done, no issues. Got my transaction done, no issues. Got my transaction done, no issues."
2024-12-01,18-25,Female,Branch D,Extremely Negative,Worst experience at a bank ever
2025-02-02,46-60,Male,Mobile App,Extremely Positive,Fantastic experience with my loan application
2025-01-22,36-45,Female,Branch C,Positive,Happy with the online banking features.
2024-12-26,46-60,Female,Branch D,Negative,Had issues accessing my account online. Had issues accessing my account online. Had issues accessing my account online. Had issues accessing my account online.
2025-02-05,18-25,Female,Branch C,Normal,"Service was okay, like usual. Service was okay, like usual. Service was okay, like usual."
2025-02-07,60+,Male,Online,Extremely Positive,Fantastic experience with my loan application
2025-05-23,18-25,Female,Branch D,Negative,Long wait time and some confusion with the teller.
2025-01-31,36-45,Male,Branch D,Positive,Happy with the online banking features.
2025-01-21,26-35,Male,Mobile App,Positive,"Good experience at the branch, staff were polite"
2025-04-07,18-25,Female,Branch D,Extremely Negative,Terrible customer service and unresolved issues. Terrible customer service and unresolved issues.
2025-01-25,60+,Male,Online,Extremely Positive,Extremely satisfied with how my account issues were resolved
2025-05-26,36-45,Female,Branch A,Negative,Long wait time and some confusion with the teller.
2025-01-14,36-45,Female,Branch B,Positive,Customer service was helpful and answered all my queries
2025-05-29,18-25,Male,Branch C,Normal,"Got my transaction done, no issues. Got my transaction done, no issues. Got my transaction done, no issues."
2025-04-29,18-25,Male,Branch B,Extremely Negative,Terrible customer service and unresolved issues.
2025-05-18,26-35,Female,Branch A,Positive,Happy with the online banking features
2025-02-02,36-45,Female,Branch B,Extremely Negative,Worst experience at a bank ever. Totally unprofessional.
2024-12-21,26-35,Male,Mobile App,Normal,"Service was okay, like usual"
2024-12-15,18-25,Female,Mobile App,Normal,It was a standard banking interaction. It was a standard banking interaction. It was a standard banking interaction.
2025-02-10,60+,Male,Mobile App,Positive,"Good experience at the branch, staff were polite."
2025-01-28,36-45,Female,Online,Negative,"Support could be improved, not very responsive"
2025-02-20,26-35,Male,Branch B,Extremely Positive,Exceptional banking service! The staff was incredibly helpful.
2025-04-28,26-35,Female,Online,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process.
2025-01-23,26-35,Male,Branch B,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process.
2025-02-26,18-25,Female,Branch B,Negative,Long wait time and some confusion with the teller.
2025-02-06,60+,Male,Online,Neutral,Just a regular visit to the branch. Just a regular visit to the branch. Just a regular visit to the branch. Just a regular visit to the branch. Just a regular visit to the branch.
2025-04-16,60+,Male,Mobile App,Negative,"Support could be improved, not very responsive"
2025-05-06,46-60,Male,Branch D,Extremely Negative,Terrible customer service and unresolved issues. Terrible customer service and unresolved issues.
2025-01-31,46-60,Male,Mobile App,Negative,Had issues accessing my account online
2025-05-27,60+,Male,Branch D,Negative,Had issues accessing my account online
2025-04-11,26-35,Male,Branch B,Neutral,"Service was average, nothing went wrong. Service was average, nothing went wrong. Service was average, nothing went wrong."
2025-03-28,26-35,Female,Branch B,Neutral,Just a regular visit to the branch.
2025-03-13,60+,Male,Branch A,Positive,Happy with the online banking features
2025-04-24,36-45,Female,Branch A,Extremely Positive,Extremely satisfied with how my account issues were resolved.
2025-05-28,36-45,Male,Branch D,Normal,It was a standard banking interaction. It was a standard banking interaction. It was a standard banking interaction. It was a standard banking interaction. It was a standard banking interaction.
2025-04-24,46-60,Female,Branch B,Positive,Customer service was helpful and answered all my queries. Customer service was helpful and answered all my queries. Customer service was helpful and answered all my queries.
2025-02-13,46-60,Male,Branch B,Extremely Negative,Worst experience at a bank ever. Totally unprofessional.
2025-01-29,26-35,Male,Branch B,Normal,It was a standard banking interaction
2025-05-30,46-60,Male,Branch C,Normal,"Service was okay, like usual. Service was okay, like usual."
2024-12-08,26-35,Female,Branch D,Extremely Positive,Extremely satisfied with how my account issues were resolved.
2025-02-26,18-25,Female,Branch D,Negative,Long wait time and some confusion with the teller. Long wait time and some confusion with the teller. Long wait time and some confusion with the teller. Long wait time and some confusion with the teller.
2025-03-10,18-25,Male,Online,Positive,Customer service was helpful and answered all my queries
2025-01-09,26-35,Male,Branch D,Neutral,Just a regular visit to the branch.
2025-03-01,36-45,Male,Mobile App,Normal,It was a standard banking interaction.
2025-03-14,18-25,Female,Online,Positive,Happy with the online banking features.
2024-12-08,46-60,Female,Mobile App,Negative,"Support could be improved, not very responsive. Support could be improved, not very responsive. Support could be improved, not very responsive."
2025-02-01,26-35,Female,Branch B,Extremely Positive,Extremely satisfied with how my account issues were resolved.
2024-12-03,36-45,Female,Mobile App,Normal,"Got my transaction done, no issues."
2025-04-10,46-60,Female,Branch A,Normal,"Service was okay, like usual."
2025-01-10,26-35,Female,Branch A,Extremely Negative,Terrible customer service and unresolved issues
2025-05-07,18-25,Female,Mobile App,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2025-01-12,36-45,Male,Branch A,Neutral,Just a regular visit to the branch.
2025-04-01,36-45,Female,Branch A,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process.
2025-01-04,26-35,Female,Branch B,Normal,It was a standard banking interaction.
2025-02-25,26-35,Male,Branch C,Extremely Negative,Worst experience at a bank ever. Totally unprofessional.
2025-01-11,46-60,Male,Mobile App,Positive,"Good experience at the branch, staff were polite."
2025-05-18,18-25,Female,Branch A,Normal,It was a standard banking interaction.
2025-04-23,46-60,Female,Branch D,Extremely Negative,Terrible customer service and unresolved issues
2025-03-02,60+,Male,Branch D,Extremely Negative,Very disappointed with the service. Will consider switching banks. Very disappointed with the service. Will consider switching banks.
2025-03-14,36-45,Female,Mobile App,Extremely Positive,Exceptional banking service! The staff was incredibly helpful
2025-04-07,36-45,Female,Branch C,Negative,Had issues accessing my account online.
2024-12-12,26-35,Male,Branch C,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process.
2025-05-31,26-35,Female,Branch B,Normal,"Service was okay, like usual"
2025-04-15,46-60,Male,Online,Extremely Negative,Worst experience at a bank ever. Totally unprofessional.
2025-05-28,18-25,Female,Branch C,Extremely Negative,Very disappointed with the service. Will consider switching banks.
2025-02-26,46-60,Female,Online,Positive,Happy with the online banking features.
2025-05-23,60+,Male,Branch A,Neutral,"Banking experience was fine, nothing noteworthy. Banking experience was fine, nothing noteworthy. Banking experience was fine, nothing noteworthy."
2025-04-07,36-45,Female,Branch A,Extremely Negative,Worst experience at a bank ever. Totally unprofessional.
2025-03-28,26-35,Male,Branch A,Positive,Happy with the online banking features.
2024-12-30,46-60,Male,Branch D,Neutral,Just a regular visit to the branch. Just a regular visit to the branch.
2025-03-28,26-35,Female,Branch D,Positive,"Good experience at the branch, staff were polite"
2025-03-02,36-45,Female,Branch A,Positive,"Good experience at the branch, staff were polite."
2025-04-07,60+,Female,Branch D,Negative,Long wait time and some confusion with the teller.
2025-05-10,46-60,Male,Branch D,Extremely Negative,Very disappointed with the service. Will consider switching banks. Very disappointed with the service. Will consider switching banks. Very disappointed with the service. Will consider switching banks. Very disappointed with the service. Will consider switching banks. Very disappointed with the service. Will consider switching banks.
2025-01-22,60+,Female,Branch D,Extremely Positive,Exceptional banking service! The staff was incredibly helpful.
2025-03-11,18-25,Male,Branch C,Negative,"Support could be improved, not very responsive. Support could be improved, not very responsive. Support could be improved, not very responsive."
2024-12-19,26-35,Male,Branch D,Positive,"Good experience at the branch, staff were polite."
2025-04-22,46-60,Male,Online,Negative,Long wait time and some confusion with the teller
2025-04-25,36-45,Male,Branch B,Negative,"Support could be improved, not very responsive. Support could be improved, not very responsive. Support could be improved, not very responsive. Support could be improved, not very responsive. Support could be improved, not very responsive."
2025-04-28,60+,Male,Online,Negative,Long wait time and some confusion with the teller
2025-02-27,26-35,Female,Branch A,Extremely Positive,Exceptional banking service! The staff was incredibly helpful.
2024-12-09,26-35,Female,Online,Negative,"Support could be improved, not very responsive. Support could be improved, not very responsive. Support could be improved, not very responsive. Support could be improved, not very responsive. Support could be improved, not very responsive."
2025-05-07,36-45,Male,Branch D,Neutral,"Banking experience was fine, nothing noteworthy. Banking experience was fine, nothing noteworthy. Banking experience was fine, nothing noteworthy. Banking experience was fine, nothing noteworthy. Banking experience was fine, nothing noteworthy."
2025-01-25,36-45,Male,Online,Positive,Customer service was helpful and answered all my queries.
2025-03-15,18-25,Male,Online,Negative,"Support could be improved, not very responsive."
2025-02-15,60+,Male,Online,Extremely Negative,Worst experience at a bank ever. Totally unprofessional. Worst experience at a bank ever. Totally unprofessional. Worst experience at a bank ever. Totally unprofessional. Worst experience at a bank ever. Totally unprofessional. Worst experience at a bank ever. Totally unprofessional.
2025-05-12,26-35,Male,Branch C,Negative,Long wait time and some confusion with the teller
2025-05-05,60+,Male,Branch D,Extremely Negative,Very disappointed with the service. Will consider switching banks. Very disappointed with the service. Will consider switching banks. Very disappointed with the service. Will consider switching banks. Very disappointed with the service. Will consider switching banks. Very disappointed with the service. Will consider switching banks.
2025-05-05,26-35,Female,Online,Positive,Happy with the online banking features.
2025-05-04,46-60,Male,Branch B,Positive,Customer service was helpful and answered all my queries.
2025-03-16,36-45,Female,Mobile App,Extremely Negative,Worst experience at a bank ever. Totally unprofessional. Worst experience at a bank ever. Totally unprofessional. Worst experience at a bank ever. Totally unprofessional. Worst experience at a bank ever. Totally unprofessional. Worst experience at a bank ever. Totally unprofessional.
2024-12-27,26-35,Female,Online,Positive,"Good experience at the branch, staff were polite."
2024-12-14,46-60,Female,Branch B,Extremely Positive,Fantastic experience with my loan application
2025-03-24,26-35,Male,Online,Negative,Long wait time and some confusion with the teller
2025-01-27,60+,Female,Branch C,Extremely Positive,Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful.
2025-01-09,60+,Male,Mobile App,Extremely Positive,Exceptional banking service! The staff was incredibly helpful
2025-05-21,60+,Male,Branch D,Extremely Negative,Worst experience at a bank ever
2024-12-16,36-45,Male,Branch C,Positive,Happy with the online banking features
2025-01-10,26-35,Male,Branch B,Extremely Negative,Very disappointed with the service
2025-05-23,60+,Female,Branch B,Negative,Long wait time and some confusion with the teller. Long wait time and some confusion with the teller. Long wait time and some confusion with the teller. Long wait time and some confusion with the teller.
2025-04-06,36-45,Male,Branch B,Positive,"Good experience at the branch, staff were polite."
2025-04-05,60+,Female,Online,Extremely Negative,Very disappointed with the service. Will consider switching banks.
2024-12-04,36-45,Female,Mobile App,Positive,Happy with the online banking features. Happy with the online banking features. Happy with the online banking features. Happy with the online banking features. Happy with the online banking features.
2025-02-02,18-25,Male,Branch D,Neutral,"Banking experience was fine, nothing noteworthy."
2025-02-12,18-25,Female,Online,Neutral,"Banking experience was fine, nothing noteworthy"
2025-04-26,26-35,Female,Online,Neutral,"Service was average, nothing went wrong."
2025-02-21,60+,Female,Branch C,Positive,Happy with the online banking features.
2025-02-27,26-35,Female,Branch D,Normal,"Service was okay, like usual."
2024-12-10,36-45,Female,Online,Extremely Negative,Very disappointed with the service. Will consider switching banks.
2025-03-18,46-60,Female,Mobile App,Positive,Happy with the online banking features. Happy with the online banking features. Happy with the online banking features. Happy with the online banking features. Happy with the online banking features.
2025-04-14,60+,Female,Branch B,Extremely Negative,Terrible customer service and unresolved issues. Terrible customer service and unresolved issues. Terrible customer service and unresolved issues. Terrible customer service and unresolved issues.
2024-12-08,26-35,Female,Branch D,Positive,Customer service was helpful and answered all my queries.
2025-02-19,26-35,Male,Branch B,Neutral,"Service was average, nothing went wrong."
2025-01-27,60+,Female,Online,Negative,Long wait time and some confusion with the teller. Long wait time and some confusion with the teller. Long wait time and some confusion with the teller.
2024-12-01,18-25,Male,Online,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2025-05-08,26-35,Male,Branch B,Neutral,"Banking experience was fine, nothing noteworthy."
2024-12-05,46-60,Female,Branch D,Extremely Negative,Worst experience at a bank ever
2024-12-16,60+,Female,Branch C,Neutral,"Banking experience was fine, nothing noteworthy."
2025-02-23,36-45,Female,Mobile App,Neutral,Just a regular visit to the branch.
2025-02-04,60+,Female,Branch B,Extremely Positive,Extremely satisfied with how my account issues were resolved. Extremely satisfied with how my account issues were resolved. Extremely satisfied with how my account issues were resolved.
2025-04-21,26-35,Female,Online,Normal,"Service was okay, like usual."
2025-05-02,26-35,Male,Online,Positive,"Good experience at the branch, staff were polite. Good experience at the branch, staff were polite. Good experience at the branch, staff were polite. Good experience at the branch, staff were polite."
2025-05-30,46-60,Female,Branch B,Negative,"Support could be improved, not very responsive"
2024-12-31,18-25,Female,Branch C,Negative,"Support could be improved, not very responsive."
2025-03-10,36-45,Male,Branch B,Neutral,"Service was average, nothing went wrong."
2025-01-30,18-25,Female,Branch A,Normal,"Service was okay, like usual"
2025-05-31,46-60,Female,Branch D,Extremely Positive,Extremely satisfied with how my account issues were resolved
2025-05-19,60+,Female,Branch B,Extremely Positive,Exceptional banking service! The staff was incredibly helpful.
2025-05-26,18-25,Female,Branch C,Neutral,"Service was average, nothing went wrong."
2025-02-15,36-45,Male,Branch A,Normal,"Service was okay, like usual. Service was okay, like usual. Service was okay, like usual. Service was okay, like usual."
2025-05-06,60+,Male,Branch B,Normal,It was a standard banking interaction.
2025-02-06,46-60,Female,Branch A,Positive,"Good experience at the branch, staff were polite. Good experience at the branch, staff were polite. Good experience at the branch, staff were polite. Good experience at the branch, staff were polite."
2025-05-05,36-45,Male,Branch C,Extremely Negative,Very disappointed with the service. Will consider switching banks. Very disappointed with the service. Will consider switching banks.
2025-05-31,18-25,Male,Mobile App,Extremely Negative,Worst experience at a bank ever. Totally unprofessional.
2025-05-20,26-35,Female,Branch D,Negative,"Support could be improved, not very responsive."
2025-02-03,26-35,Male,Mobile App,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process.
2024-12-21,46-60,Male,Branch B,Neutral,"Banking experience was fine, nothing noteworthy"
2025-04-16,46-60,Female,Branch B,Extremely Negative,Very disappointed with the service. Will consider switching banks.
2025-04-10,26-35,Male,Branch A,Positive,Happy with the online banking features.
2025-03-03,18-25,Male,Mobile App,Negative,"Support could be improved, not very responsive"
2025-03-13,26-35,Female,Online,Extremely Negative,Very disappointed with the service. Will consider switching banks.
2025-05-18,46-60,Male,Branch D,Negative,Had issues accessing my account online
